,tweet,label
3783,live your life not your age   behappy   positivepositivepositive  love  hope  faith    ,0
25956,6 won   we wonn in baseboll over the teachers and we are the only 6 that did it ever     proud,0
16380,well  it is a wednesday       wine  wednesday    chooch ,0
15668,as you can see i made a really  professional site that represent my  a  it is a new level in designing     yes i post it in a blogger  ,0
6581,   heal with the  lawofattraction  loa       altwaystoheal   healthy      wellness    ,0
20794,dandelions   beauty  beautiful  grass  green  flowers  yellow  gardening  garden      ,0
8659,      new zealand reinz house price index  mom  fell from previous 18 4  to 13 6  in may    blog  silver  gold     ,0
8128,happy bihday lucy  user   bihday lucy,0
27401, user wow  ur  eloquent commentary on  user    user was  epic  shakespeare  true  honest  brilliant  ,0
11258,ask dr  renee  i choose     365black thanks for asking dr  renee,0
15531,  user going to mexico in 10 days       vacation ,0
14464,now playing     kevin kern     a gentle whisper  on     music song ,0
29565,1 week to go               user ,0
18557,hi   i am nickol  ,0
27871,8 things happy people do    positive  grateful people  ,0
28631,                                     ayu my local friend girl s night    funabashi  chiba ,0
3795,  user  user grade 3 s ready for primary playday       ,0
26632,  and  happy at the same time  angry at mfc  but happy about my macbook ,0
21566,mine would say  i choose happy                            mylife  pink  what   penny s pay place ,0
16152, user what a shocker  the wannabe jihadist was also a closet angry gay man bc of his religion    mentalillness  weareorlando,0
30224,my mom just told me i m to make a build a bear       ,0
3536,back to the dacks       chasin46  adirondacks  highpeaks  ,0
29127,a   customer iambami leaving the  deltaamexperks lunch at  shakeshack  contest  nyc  now    ,0
4023,  user good mornin  peeps  up early  on my  way to tassie                  tasmania  tassie  longweekend  travel  yay  ,0
27832,i am now the proud owner of a road bike             very excited to have a proper go on it soon  fitfam    cycling ,0
19975, thanks to all those   dead  white  dudes from  europe   ain t a  nigga in da  list  blm  rapechucktodd    ,1
15345, vintage  silver plate    anniversary dish   salver   plate    15 free  uk p p  gift  decorative  retro  usa  ire,0
20194, user  user  user the world has become a place where people need to complain and generate faux outrage to feel impoant   ,0
19621,class of sept 2014 came to a fruitful end     life ,0
5872,                                         nooooo  inandout running out of yellow chilies            tag ur your  doubledouble    ,0
22990,  user i have been invited to play in the nuc all american game    user,0
10595,regardless if you  work tomorrow   it s still  friday  friday let  frustrating things go and be   love everyone   aist shoo,0
14512,we re heading to  user this weekend  are you   iow2016   ,0
30286,  user   bihday  user                  you re amazing  hope you have the best day today  bihdaylucy,0
26616,my friends is playing at work       rhcp  ,0
7992, user  bestseller  coaching    inspiration   never go to bed without a  dream or wakeup without a  hope  ,0
2312,getting new books tomorrow       ,0
6110, user  allahsoil the cold war was also fought over oil     teambts  teamsuperjunior ,1
22801,well desereved wine after my bachelor thesis defence  success    proud  satisfied    ,0
16825, user  blacklivesmatters  lanasprayberry another  in a position of authority has got to go  blacktwitter ,1
19299,i dated a sociopath jugg                   ,0
17378,a true junglist massive    rip legend  tenorfly  drumnbass    day ,0
20104,i hope you re  watching  user   to  witness the  glory   euro2016 ,0
30948,so unbelievably unprofessional  unhelpful and rude  user  the shine has well and truly been removed from stephen s new suit   ,0
9665,orlando  lgbt nightclub attack  police say up to 20 dead in  terrorist incident     scary,0
26054,my new hair style    internal and external renewal                          newlook  friday    barcelona    ,0
14022, user well it s for  success   but for  sex try the  reverse   i m sure it will keep both      yingyang    myquote  life  love,0
3372, user outrageous   un  vote  un voting against  israeli  jewish businesses only in  judea and  samaria blacklistin    ,1
7648,  user not having a father has made me realise how we should appreciate the fathers that are present in their children s lives   ,0
21598,for  rohingya  fear and forced marriages  trafficking  heabreaking      the new york times  via  user,0
6385,it s getting closer and closer til i leave   vegas  gahvegas  gahbrooks    cantwait  user ,0
7079, user keeping everything crossed for today  good luck  will be watching in work with all the kids    nervous    proud xxx,0
4055, user india willoughby   s entitlement is socialized  not innate  sick of revoltingly  entitled tws opi   ,1
18738,very pretty and hot  very like  thank you ,0
18432,axis of awesome   4 four chord song  with song titles    i think there s more law suits on the way  user   ,0
19668,  user  bumblebeetights time   user  user  user  mebeforeyou  liveboldly  ,0
30137,be   n  healthy there is no abstract a  you must always sta with something  afterward you can remove all traces of reality      pabl   ,0
25279, user oh no   ,0
14708,quiet    mindful    learning revolution sweeping australian schools  mindfulness  calm    schools ,0
4787,happy at wor k conference  right mindset leads to culture of development organizations     work  mindset,0
2007,we absolutely need it  thx u ,0
12048,  user               share your story on  and get emotional suppo     alone  friends ,0
23584,evening  equinehour     this week we will be heading to hickstead dressage masters champs at hickstead premier league show    nervous,0
6852,house burnt down in fo mac   working towards network renewal  mitb  epic   2nd  user event we ve missed  kickoff ,0
18121,pace    nofilter  love   instagood  me  smile  follow  cute  photooftheday  tbt  followme  beautiful      ,0
27766,  user chillin    laughin        friends    instagram  twitter  like4like  fb  forkeeps   paper town    ,0
26790,we love our paradise garden         and happy customers         tb  friends  fun    shisha  garden  lounge  archway ,0
12388,happy at work c onference  right mindset leads to culture of development organizations     work  mindset,0
16611,cool       user        user ,0
4956,after all this glow up  oomf still won t talk to me  ,0
7461, user sometimes those friends have already been cut off  by default or by us   true    story  life  work,0
27775,i am thankful for farmers and farmers markets   thankful  positive     ,0
11952,yoga really is for everyone     yoga  life  yogaeverydamnday  yogafixesthings  user ,0
19030,happy fathers day     fathresday  zealthdoc  bestdad  love  hero  superhero  3 ,0
6838,love the life you live                 lifeofval  lifeofbu  dogslife    sunshine  conveible    ,0
22852,can  lighttherapy help with  sad or  depression      altwaystoheal   healthy is      ,0
22205, nowplaying sexiness by anthony sky  tgif fam   sexiness by anthony sky prod  by tps   topexsound   is live on    ,0
23805,belting  5minutes on my way to see  user in  funnygirl because you re my  user  ,0
9120, user  allahsoil the more familiar we become  the more difficult it is to stereotype           emirati   ,1
529,fellowship        lifegroup  ,0
26787, user but you feel obligated to fuck it up because you can t have what you want      illpray4u,0
8989,i should have overcome my laziness when i was younger in doing  exercise  i just realized how it makes me   ,0
11923,  user whatever you decide to do make sure it makes you   ,0
22693,tim peake        yawn ,0
13795,made 1 rather large mistake    gottarollwithittho,0
2167,so   to head to our  user pay  o2wvgirl the girls are    ,0
30341,rise and shine  the  e32016 show floor opens today     e3,0
1526,  user dearest almighty    user g  plz eradicate savagery from entire world very soon   collegeofspirituality ,0
16447,  user i have no idea why i love him so much  it s so weird but  user really is my favorite person ever   ,0
9151,  user truth and myth about happiness  podcast         happiness  inspiration,0
2844,multiple types of racism in america    us  america,1
4524,he d rather kiss      than me  no boys will ever want to kiss me      lol  firstkiss  nobody  confindence  shattered   ,0
15592,i am engaging   i am  positive  affirmation     ,0
21117, path  smile   picardia ,0
29297, user  user  user  user  nervous  perfectday such a fab fab cause  ,0
17359,now playing  pharrellwilliams     on  jeffroradio  dl app   listen  ,0
7715,stop  just stop     ,0
7572,healthy habits for pursuing greatness audio program    healthy  productive  wellness ,0
17417,i m so   and  grateful now that    affirmations ,0
29684,oh my  i graduated from college in one week                               college  graduation     user,0
28866,work soon  another long day pretending everything is ok   tuesdaybookblog    work,0
12300,black trump suppoer smacks down cnn repoer for race baiting   trump ,1
25500,7 impoant things to allow the  child to be   ,0
6968, user  user man do i wish  my wife has surgery the week you are close    iwillgettheresomeday,0
23686,  user found a brand new hardback copy of  user  s a darker shade of magic for  10      totally made my day     bookworm,0
11539, user your latest updates caused loss of functionality in my track pad i resisted reminders for months capitulated  never again  ,0
2629, user  allahsoil the revolution occurred   just not how marx expected it to         teambts  teamsuperjunior   ,1
27355,rain  rain  rain in  birmingham  looks like  user will not play today again       user,0
30381,choose to be happy    inspiration   quote  inspirational  ,0
4792,  user if the gorgeous day isn t resonating on the inside for you  give us a call   there is such a thing as summeime blues   ,0
7225,  ificoulddoitagain i wouldn t have let her go      relationships  dating  breakups    love  heabroken,0
21435,10014     library   it s comfoing to see random inspirational quotes around uni during exam time  it means    ,0
15366,that feeling when the food is ready              fitgirl  fitness   ,0
8290, user  user  user haha i get it ,1
2049,  user chill out        weekends          rue bourbon  burgos circle  the fo ,0
20011, user thanks for all the things you give me everyday      french  love    hea  follow,0
26064,fantastic day with  user and  user out of bridlington  apologies for commentary   ,0
17099,my favorite band  my favorite song   blessed    conce  travis   pepsi center wtc ,0
8715,                 boss to see there are still idiots around   and the use of words never gets an better     idiot ,0
7859,silence        silence  alone  capture     eye  brows  girlgrunge  girls  like4likeback  look    ,0
28585, newjersey   polar bear climb racing  angry polar bear climb racing  the polar bear living in cold places lo ,0
14027,obsessed with light    still    loved  ing   purplehairdontcare  sorandom ,0
7915,  seeks probe into  udtapunjab  leak  points finger at  amarinder   aap  ,0
6283,  user not only am i third wheeling at cold stone right now  but i used a buy one get one free coupon on myself   ,0
3017,  nyc    assault    womenonly  forher  2017  newyears  resolution  womenissues    self defense for women course,1
15275,only 15 minutes till the  xchangesa begins with  user  tryit   ,0
28675,k i m     w e s t    inshot  girls  cute  summer  blur  sun    fun  dog  hair  beach  hot    ,0
31331,  29th  bihday  kendrick  lamar    king  kunta   k dot  good kid from the maad city     ,0
27207,  user how to be    make a personal choice be easily satisfied pursue purpose enjoy god   user  user,0
14372,2 days until  user season 4 premier  i can t wait     thefosters,0
20723, user storm here anyway    ,0
4581,our friday happy dance       staymotivated   peers  motivation  positivity  positivevibes  tgif  fun   ,0
432, user  biherism absolutely originated in hateful   bigotry  altright hatred of our african american  potus  theresistance,1
15547,  user  ukswifties keep posted on taylor swift uk page we will be able to buy this sooooooon      ,0
31076,had a really good day  and tomorrow i get to play with my wip all day    writer,0
22543, fitnessaddict   attack bull chase  when you leave the lot despite the fact that you re a strong source ,0
20466,  user our new icon design        shall we be a vegan fast food joint or a vegan pizzeria    ,0
23053,all the movies i want to watch come out this weekend and i won t be here           ,0
5021,most of our energy is used to keep the illusion of our own great self impoance   inspiration  motivation    love,0
8627,sway hbd              i want to meet you            bihdaysway ,0
5986,thank you tolyatti  gig was awesome     club  door  a  yellow  blue  brick    tour    ,0
31212, no  user episode tonight     notcool  whattodo,0
27957,  user  user it sure has going to be amazing            xxx,0
27949, user wishing you a   bihday hope your day went  well                    ,0
7680,its funny     when mfs always got sum to say bout yo life     but ain t got a pot too piss in or a window to threw it out of      ,0
6989,        music who is starring in charlie   s kollywood remake    ,0
22989, video men and womenmalayalam ameture porn video,1
9052,  user i want all my folks   no matter what the situation is    ,0
9613,sta laughing  crying only makes you sad     laugh  cry    distressed  anxious  change  mindset  depressed ,0
25311, today s show    vj  with senior   manimegalai vj       fun  learn   ,0
30954,summer  where are you                                   badweather  raining   rain   storm   weather   thunder  lightning   gutted  wheathersucks,0
21441, user  user  user  user  user  user  user  user  user   saturday,0
22824,corporate warmongers  remain laugh at the pigs going insane  brexit is coming   voteleave  user ,0
9109,  user just booked to see  user  at the  user on 5th august   cannot wait    wanna dance,0
21505,if you think about yourself you will feel   but if think about those who care about you then you will feel more happy  love  motivation,0
5242,chipmunk in da haus       gokil  chipmunk  funny    meetup  amk  user sxhoute    ,0
23955,this moron is leading the us down a path that has so much potential to damage and destroy the world      ,1
17547,i am thankful for laughter   thankful  positive     ,0
28499,music video coming soon  music  returntothesun  ts    edinburgh  scotland  uk      ,0
28604,super   to finally see my  editorial with the amazing  user in print  thank you    ,0
8554,flights booked to canada              user  ,0
29429,airfare deals  southwest airlines  49   up    southwest s biggest sale of 2016  one way    travels                             ,0
2251,are you feeling    we ve got a couple of hours of straight  going on  rightnow  in fact  we re  daily from 3 6pm   ,0
6361, user terrible mistake in your campaign    it s colombia not columbia  dissapointed  poormarketing   ,0
1793,school just ended  ,0
6371,i am stunning   i am  positive  affirmation     ,0
7041, shineythings make me    yellowstatuspresenter  younique next stop  pinkstatus ,0
1784, user no i mean over the course of the next decade or so  like i said never gonna happen again gonzovgonzo will be the norm  ,0
31029,  user    dancing  smiling  the fresh prince of bel air  will smith  fresh prince of bel air     ht   ,0
21150,   there s a red lobster in  madina  user                         ,0
16353,okay  a few daily chores left  once that s out the way  i can work on this concept finally    chores  ,0
17973,take yourself away sometimes    fun  friends  love    summer  pay  family  sun  smile    ,0
23369,i finally found a way how to delete old tweets  you might find it useful as well      deletetweets,0
22380,a surprising read to make you        the betrayal of ka       scifi  kindleunlimited  ,0
23227,today s  socialmedia workshop went well   makes me        bexhill ,0
2469,i never dreamed about success  i worked for it    est  e lauder  love  women  ,0
11419, user  user  user    instead of listening to trump  i m sitting in the most boring video conference meeting ever   ,0
7154, user dude so stoked for the album  can t wait for some new yellowcard tunes    stoked    cantwait  goodjams,0
9102,i just went looking through my old tweets and i really miss my  user fam           ,0
14806,boys  user  user  user  sponsorship  user  user  user  summer   ,0
15718,a song for my late stepdad    original song   via  user    blues  singer  sognwriter  newmusic new song ,0
23415,the gorillas about to go planet of the apes on us after what happened to harambe  pray4haramabe  ,0
22406,absolutely disgusting and no need  euro2016  ,0
6201,  user we got near the front at  user at  bonnaroo    greatshow ,0
27869,feel much more  normal  now i ve been out to lunch with a friend  weekend now ,0
2302,4 tattoos        9 to go                                   addiction  tattoos  tattoocollection    13,0
16619,you deserve to be    so  what   s holding you back  here are 6 things to evaluate in yourself today  ,0
17199, user  user and that s truly   ,0
30729, wheniamalone  alone   lonely  noonecares ness  upsetting  dipressive  stay strong  does anyone else    ,0
30556,hope you all are having a lovely  sunday           fathersday to all the  dads out there   photo    ,0
18112,breakfast of someone that had a fun but late night     weekend  pay  fun    breakfast    ,0
20121, carlpaladino s  comments about the obamas make him a late contender for the most loathsome character of 2016 ,1
15534, familyvacation where everyone s      rafting  hiking  glamping  camping  fathersday ,0
10181,  user today was a great day         weekend  datenight  finalsalmostover  greek  food  yamas  zurich    ,0
22338,true     teens poems ness quotes  hu  alone  lost  brokenquotes  broken    ,0
17094, lawofattraction for  healing       altwaystoheal  healthy is     ,0
29925,one day     love  relationships  boyfriend  husband  paner  companion    someday ,0
16209, breakfast with dad   familytime  selfie  motd  look  instagood     charlotte  noh carolina ,0
12881,  user 10025  love      food   where is the cute south african that works at aroma  why are you not there anymore     ,0
9002,the 2nd  user is just staing  user    bodiesftlibrary ,0
20179,vegas on sunday with my bff  her bf  and my bf  ,0
14551,  user i will be   loosing my  glitteattoo tomorrow    i even held my arm out the shower today to  save her     mylittlepony ,0
19544,yeah the  user coupon from  tmobiletuesdays doesn t work        guess no pizza tonight  ,0
3016,this is about to be a great game      ,0
8836, user  user as a bonus there will be the live version of us singing beside you at the 5sos conce   ,0
13662, user  hillary isn t likable by  manywomen or by  mostpeople it s   she s first  womanpotuscandidate  anybody  buthillary  2016,0
15869,save thousands    free search x logins x brokers     actor  seeklearning    stafresh ,0
13843,i love you too     zacarylove9     contented  blessed   maramag  bukidnon ,0
6170, visiting   gorilla simulator  you need to do to adapt to the environment  the need to tear the city  materi ,0
574,  user new plants from  user are here and ready for the garden at gardening know how     ,0
30991,  user i am thankful for weekends   thankful  positive     ,0
4476,can t believe i m graduating in two weeks eek                    nervous  celebrations,0
8397,  user   bihday donald trump lolcan it go viral,0
12786,great morning  good day  great night   ,0
5783,finally       thx  user               ,0
25705,it is ok to be  vulnerable  cry  grieve    don t  beatyourselfup don t  criticiseyourself ,0
25123,le plus beau des cadeaux   clovis isaure mybihday  ,0
2756,   bihday  d banj  long live the  king,0
25720,  user we are taking  moonrise by  user to  user next week on only its second outing   newbooks  ,0
24559,  1 the man commits  suicide right in cou   leaves his family behind  2   taiwan doesn t put up with  narcotics ,0
26028,  user we wish youth member  user a great time at  eular2016 today  the trip was nearly over before it staed  ,0
8501,  user mother nature  nature  filopappou  hill  friends  blessed    ,0
14700,i am thankful for happiness   thankful  positive     ,0
12059, user killed it out there  now impatiently waiting for  user      florencemachinemtl,0
2297,i lost my 4 0         day ,0
13853, lawofattraction for  healing       altwaystoheal  healthy is     ,0
21137, user  dutch say they re only   when  abusing  people  had 9 years of  dutch  abuse     denialofaccess to proper  healthcare   user,0
22462,i am harmonious   i am  positive  affirmation     ,0
23178,bring it on boys we can t either  ,0
18237,bride  a woman with a fine prospect of happiness behind her     ambrose bierce  wedding    love ,0
25842,a great combination    ,0
10701,family time  you     move  bodyandsoul ,0
5173,i am thankful for stars   thankful  positive     ,0
1542, user i felt that lawrence fishburn was added as the  magical negro  hollywood stereotypes are made of    user,1
4029, user  user its adios for til the next time  gutted    despondent  hatedepauredayhome  lovebenidorm  benidorm,0
4230, user  user thank you mr  president obama   the light that revealed darkness  in we the people of the usa   we are stronger ,1
20677,that is a huge blow   considering the contents of the statement being alleged to constitute  incitement    ,0
25820,in my  matcha  oreo   place        mitsukoshi  desse  snacktime  japanese  greentea    ,0
14063,24 days left till i leave for the uk               ,0
30821,everything is looking up  ,0
16887,excited for apple s keynote later    turns out keynote bingo is a thing     mondaymotivation  applefangirl,0
1997, user riyadh is renowned for some of the deadliest traffic in the world            2017in3words    ,1
26464, prayfororlando    can we show  love   not  hate  by clifton w   0,0
16339,i needed money for parking but i only have my card so i looked on my car floor and came up w 3  in change easy   i needa clean my car      ,0
28091,alps here i come  trek    40      ,0
6408,a sneak peak of a new upcoming series by  user and  user    war     legit  thismeanswar  minecraft ,0
29513,i am thankful for rainbows   thankful  positive     ,0
1677,hope  kochi would have been one of the venue s for any of the series against  nz  aus  zim  user  ,0
7143,new  gilmoregirls and now a new book from  user  is fangirling still a thing    i think it s a thing            ,0
30919,tomorrow night     watch this space   silence  music  musicvideo    baranovas ,0
21296,yeah after 5yrs         but its for the best  ,0
29106, remember  brazilian  woman   cute   blonde   jessierogers      sunday ,0
22921,jennifer aniston naked picture   hardcore music  ,0
11949,  user  user waiting in line for  reignofkong right now  ,0
31782,helloooo      hello    smile  enjoy  travelling  travelingram  ootd  farmhouse  seru  user ,0
22419,listening to some   by  user,0
8401,next attack wont be in japan  guaranteed   smaimmigration   zeroattacks  istanbul  religionofpeace  reliability,1
29471,me and my boy     daddy  fathersday ,0
23181, thursdaythoughts from  user                                choose    everyday ,0
18205,  australia and japanese whaling                                                                              opkillingbay    thecove   boycottaustralia,1
24987,after tonight  we have to wait until late october for basketball to sta up again        nbafinals  game7  ,0
21923,he warned us which side he d choose if  political winds shifted     unlike t jefferson  it s not usa     maga  ,0
19401,this is how morgan freeman responded when asked  how do solve racism    morganfreeman   commonsense ,1
23983,aiming for a june 30th release date for beer hero  user the late night delivery app     selfemployed  goals,0
10639, black women free kerala girls sex photos,1
24716, rendlesham  bentwaters  noshow    badmanners apologies to everyone that bothered to tune in   apparently    ,0
6727,two bots one girl   user  user  user  tcot  p2  feminism   sjw  sjwlogic,1
12319, listento  i m feeling positive today   rare right   fathersday        ,0
4754,  father s day to all the real   caring  fathers     god bless u all fathers and bless me too    cheers      ,0
30587, user  user congratulations for making ghana proud    you are our black star  more love    daddies day  sark,0
16537,always be    clause ,0
9909,don t suffer in life seeking to be    just be ,0
1549,ready to do the   dance  you will when you can officially say    my publisher    ,0
26640,the life of a speaker at midnight   i mlovingit    tryingtostayhealthy ,0
10273, user  user and being a ww  i feel culpable 4 deeply entrenched systemic  that exists so i do all i can to dismantle,1
2557, user maybe u should stop talking about other nations leaders when this happens in your house daily    ,0
9921,i am thankful for getting encouragement   thankful  positive     ,0
21638,about to give this chance a listen  see what the fuss about       ,0
18880,  user thursday temptation  layers of puff pastry with creme patissiere   organic raspberries  pastrychefs   febch ,0
22038,  user dig deep you will find it            feelit  beautifullife  dontgiveup ,0
8092,normal day  normal look   notfilter  tired  tbt  gay  instadaily  instagay    love    ,0
4593, user hey good night    so another person collapses and dies today  ,0
7615,my road to forever                       inlovewithpizza ,0
533,everything you need for  surfday    fathersday to all the  dads out there from  novyspos  novytowel surfgear ,0
7829,  user  user french  ve feet on water   but tonite   soccer with  scotland vs  france  haa    fair play  xx ,0
27504,  user check out thos snip it from our happiness video   full video out soon         faithonfire    ,0
3389,  user don t count the days  make the days count       romeo  westie    dog  quoteoftheday  user  user ht   ,0
11924,save    no logins x brokers    me  change  memes  love    education  university ,0
25561,valentine and nikki is happy since she is blowing hard  on kik   nikki  valentine  since    blowing ,0
5254, bihdayholly you  inspiration and  love make me    coffeeinbed  coffee means love    ,0
11842, sucky  fucky    asian  massage with a    ending  ,0
30993,i am thankful for knowledge   thankful  positive     ,0
1658, user i loaded the car last night     sad  newadventure,0
9146,so if you have a ipad 2 ipad 3rd gen ipad mini iphone 4s and ipod touch 5th gen then you do not get ios 10  wwdc2016  user  ios10  ,0
27945,  user why do i fear a post apocalyptic world  find out   feeling  emotion    happy  quiet  life  in   ,0
17999, lawofattraction for  healing       altwaystoheal  healthy is     ,0
17699,the latest the free your mind projects    thanks to  user    love,0
18192,last week with the prep class    placement  crazyhair ,0
18412,it s time to end  now   days of our lives  live   shyan selah  cafenoirproject ,1
18867, user  user google the writer from  american action forum      it becomes perfectly clear    follow ,0
5287, user snow white      open       sleepy      sneezy and  bashful    or dm us today  ,0
22118,what is a  detoxdiet    altwaystoheal   healthy    ,0
7376,bailey  love  adopt  baby  blessings  cute  canine  dog  fun  gift  good  grooming  hope      ,0
12928,it s all about the location location location    lovemyjob  nextplease ,0
919,i always help others  never myself  because other people matter and i clearly don t     quotes  latenights ,0
7491,  user  user used the write stuff   best piece of writing all year with a mixed age class   teacher  writing thewri   ,0
8734,   prideweek it s jelly donut time guuurrrlll,0
9497, greentea   bull up  you will dominate your bull and you will direct it whatever you want it to do  when you ,0
11602,beautiful flowers in my hanging basket  nofilter  flowers   ,0
2341,the latest the happy design daily   thanks to  user  user  user  staup  ,0
19054,check out this perfect gift idea      fridayfeeling  romance  pay  friday  love  ,0
6696,  user happy    pharrellwilliams  bass  xotic  bassist  bassplayer  bottom40               ,0
27653,hello newyork again        newyork  again  love  fun  yeaay     williamsburg nyc ,0
6475,don t worry what anyone else is doing       motivation    fitness  gym  you  competition    ,0
1802, user homegrown rightie white americans are 100 times more likely to harm you than a refugee    fear,1
18,its  friday       smiles all around via ig user   user  cookies make people   ,0
23786, what are you looking at     box  cardboard  hey  psst     recovery food  bonifacio global    ,0
10291,snug  selfie  snug  smile   ,0
2437,when you tell yo bd you leaving his son here while you go to va   all he worried bout is eating the p           ,0
3760, daddydaughterdance  smvymca  laryssagrace she s so   ,0
30258,  user sunday is almost here  means new video  you saw my new video     if you do not free     thejosepenashow   ,0
10028,  user i guess i m going to sta watching  user  user  bringbacknashville   ,0
24964, interested in what i do  lets  chat and have  coffee  my  treat       i m so   and i can t    ,0
20641,  user body   temple     bs                body  instagood  love  life  temple  pic  photooftheday      ,0
25568,we open mid july but are taking bookings now   for more details     wiltshire,0
21292,  weekend    congrats to all our  brides getting  married this weekend   enjoy   user   weekend    ,0
31046,  sunday      sunday  sunday  sundayfun  sundaymood  somethingboudoir  celebritystyle    ,0
24429,loving the make up     muavelvetliplacquer  makeup    readytogo  girly ,0
16194, user  user  user is it attacking when u say something that s contradictory   people are trying to get a straight answer   ,0
11484,going to be an amazing weekend    ilivehybrid ,0
5579,fuck u isis homophobicbiggots theeu uefa   russia   at u all today     ,0
2537,this much  hatred   xenophobia   islamophobia   antisemitism   and  war was  too much  for 2016  let s hope  2017 will get less         ,1
11946,let the  datenight begin  foodie  myday  focusonyourself    ilovemycousin little owlie    ,0
12416,im so happy right now        ,0
24976,  father s day  theclonewars   starwars ,0
25608,loving life  with all of the craziness that goes on in this world  we have to appreciate the small things     thankful,0
16838,recent bathroom renovation in po melbourne using our stunning verona cenere 600x600               ,0
5424,paul beloy   is still an issue at varying levels in belgian football    user by  adamitv via  user,1
16459,             we the people knows  we are just waiting for your arrest lyin  queen  user      much ,0
23602,does  magnettherapy really work     altwaystoheal  healing  healthy      ,0
17090,goodnight           me  selfie  pose  posing  smile   me day  funny  forfunonly  life    ,0
29066,change your thoughts and you change your world     confident  determined    optimistic    ,0
24946,  user badger has a new kennel and toy    badger  user  user  user  user ,0
12192,sometimes you will be disappointed when you find out what you really are for some people      but life goes on     quote  friendship  ,0
9033,  user shocked  wow   ,0
